MP_15116_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-07-30;+++;Klebsiella pneumoniae;574;957e6d54-9e39-4411-b40a-aba10c9dd80e;2.425;+++;Klebsiella pneumoniae;72407;a9d7959d-f118-4767-8c3d-45a1d78a55b6;2.384;+++;Klebsiella pneumoniae;573;4a03d1e5-1c17-4b90-8d94-5091e2e7d7f8;2.368;+++;Klebsiella pneumoniae;72407;3e02cabe-a9bd-4c66-bf2f-a615da9ba322;2.307;+++;Klebsiella pneumoniae;573;7e842d1d-d2e0-4346-9cfc-093c4642afda;2.296;+++;Klebsiella pneumoniae;72407;feea4ab1-8d78-4d76-a3fa-8c3935cae865;2.255;+++;Klebsiella pneumoniae;574;d0bae1a8-8c08-482c-81d7-eb39ae1d9bd0;22.febr;+++;Klebsiella pneumoniae;573;64325e4d-299c-4140-9e74-b41e5df11188;2.193;+++;Klebsiella variicola;244366;e6c028ed-e721-403d-a108-f966529dc6e3;2.086;+++;Klebsiella variicola;244366;1a6e49cf-f341-4bcb-b422-a3c1ab0d84cc;2.028
MP_15127_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-07-30;+++;Bacillus cereus;1396;a03f0f48-ba49-4c76-a810-740ad67f1f81;2.009;+;Bacillus cereus;1396;f18ef0ed-7b87-4d0f-979a-a42509761387;1.894;+;Bacillus cereus;1396;1c03d81e-e133-485e-82a5-1a65cf1631d7;1.881;+;Bacillus cereus;1396;22b513d5-b3ad-4ede-b9fb-716c741d3a85;1.813;+;Bacillus mycoides;1405;0a416a17-f38d-4a8c-84d2-694a529b211c;1.722;-;not reliable identification;E1;d650c164-4dab-46e5-8e53-e9d01c8feec6;1.649;-;not reliable identification;E1;0d62b03d-601e-44d1-ad73-8d0b319fcc87;1.528;-;not reliable identification;E1;14a73db5-426e-4c4d-b81a-eb12c6a7b635;1.439;-;not reliable identification;E1;7a9c9546-a7da-4d3b-bb6d-5de90e7d7175;1.425;-;not reliable identification;E1;a68f24bd-5c6c-4ebc-8a34-ffa55d55a060;1.415
MP_15128_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-07-30;+;Bacillus cereus;1396;22b513d5-b3ad-4ede-b9fb-716c741d3a85;1.91;+;Bacillus pseudomycoides;64104;d650c164-4dab-46e5-8e53-e9d01c8feec6;1.735;+;Bacillus cereus;1396;a03f0f48-ba49-4c76-a810-740ad67f1f81;1.735;+;Bacillus mycoides;1405;0a416a17-f38d-4a8c-84d2-694a529b211c;1.723;-;not reliable identification;E1;77ad09b4-ec10-4f69-946c-cb7727c0bb6c;1.689;-;not reliable identification;E1;0d62b03d-601e-44d1-ad73-8d0b319fcc87;1.68;-;not reliable identification;E1;1c03d81e-e133-485e-82a5-1a65cf1631d7;1.674;-;not reliable identification;E1;f18ef0ed-7b87-4d0f-979a-a42509761387;1.627;-;not reliable identification;E1;7a9c9546-a7da-4d3b-bb6d-5de90e7d7175;1.484;-;not reliable identification;E1;5904aced-cb0b-481d-bf8e-7b662e382650;1.483
MP_15129_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-07-30;+;Bacillus cereus;1396;f18ef0ed-7b87-4d0f-979a-a42509761387;1.764;+;Bacillus cereus;1396;22b513d5-b3ad-4ede-b9fb-716c741d3a85;1.727;+;Bacillus cereus;1396;a03f0f48-ba49-4c76-a810-740ad67f1f81;1.712;-;not reliable identification;E1;1c03d81e-e133-485e-82a5-1a65cf1631d7;1.661;-;not reliable identification;E1;0d62b03d-601e-44d1-ad73-8d0b319fcc87;1.448;-;not reliable identification;E1;d650c164-4dab-46e5-8e53-e9d01c8feec6;1.327;-;not reliable identification;E1;8e94da77-07d7-4934-969e-596e7bd0c5cd;1.319;-;not reliable identification;E1;14a73db5-426e-4c4d-b81a-eb12c6a7b635;1.303;-;not reliable identification;E1;0a416a17-f38d-4a8c-84d2-694a529b211c;1.293;-;not reliable identification;E1;456b0f8a-f01c-4534-ac68-274d9a4cba3c;1.289
MP_15130_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-07-30;-;not reliable identification;E1;4f0d1e97-59e7-4e8a-8697-3edb220f69a2;1.298;-;not reliable identification;E1;e75270b2-bc95-4880-b34d-ca0c1b6ffdb4;1.201;-;not reliable identification;E1;fa3d061f-e63c-408a-9c3e-4cca8bcc4e88;1.195;-;not reliable identification;E1;e78cf71e-11fb-466b-bb19-08bee204ab25;1.172;-;not reliable identification;E1;718f6b3e-d03e-4d11-bbf8-07d83a5c15e4;1.159;-;not reliable identification;E1;727cf339-3813-4349-bd5a-44e56b896857;1.151;-;not reliable identification;E1;c60ceb70-f486-40a7-abfe-3e076fac0f5e;1.144;-;not reliable identification;E1;b0d1a34b-83fe-4127-9017-0bf2cf067a45;1.114;-;not reliable identification;E1;3e668ddd-b3bd-48ed-808d-f5a9c7748c56;1.108;-;not reliable identification;E1;3ed7b43b-5ab8-40d1-9816-8ac84f353a97;1.107
MP_15131_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-07-30;+;Bacillus licheniformis;1402;c4452357-d082-4ed4-9a1f-a9c2a9c1d4fc;1.952;+;Bacillus licheniformis;1402;d35503b2-411c-4289-920f-2d0d50c4f7c4;1.943;-;not reliable identification;E1;361b80ac-1418-46d5-8c97-b85bdffa2c3d;1.369;-;not reliable identification;E1;2f81d6ae-7b72-4358-8da9-4005b2346825;1.346;-;not reliable identification;E1;406f3393-5ea1-4a35-abe3-888529ee677b;1.291;-;not reliable identification;E1;fa4c7752-19fc-458e-8cca-dcb2b7eb3351;1.279;-;not reliable identification;E1;eb006794-c137-4d4b-9c20-d4b5a43baadd;1.277;-;not reliable identification;E1;a8919c51-9b93-44bd-be10-a158b14b3962;1.258;-;not reliable identification;E1;5db55841-ed5e-4368-9e90-bd984a5183ce;1.233;-;not reliable identification;E1;b487a1e3-895e-49ae-bc1c-e940757982cc;1.232
MP_15132_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-07-30;+;Lysinibacillus xylanilyticus;400634;a214c9da-2494-4a4f-ae25-be5449e4b445;1.976;+;Lysinibacillus boronitolerans;309788;6a065490-b997-4f8d-8da6-770a33b8ac9b;1.841;+;Lysinibacillus fusiformis;28031;e6657ff8-e4e4-4f34-ae12-9f45f314a3ea;1.803;-;not reliable identification;E1;96465870-c037-43a7-af43-b4701e1656cc;1.68;-;not reliable identification;E1;cd29be4c-7649-4681-b31d-9fab4ecbe9fc;1.669;-;not reliable identification;E1;9586d836-5153-41f0-8050-0ceb3c9af1e7;1.65;-;not reliable identification;E1;3cbc5c56-b8b2-4138-ab10-977a31258cc0;1.553;-;not reliable identification;E1;a5ac48c2-0453-4922-a0ac-684939dea06c;1.483;-;not reliable identification;E1;4e977d76-2fa4-4a91-842d-dfb21e083370;1.337;-;not reliable identification;E1;43c86e99-288f-4058-a5d5-225db64bd76d;1.334
MP_15133_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-07-30;+;Paenibacillus chitinolyticus;79263;b7385289-51eb-44cd-beb6-850850ef3994;1.793;-;not reliable identification;E1;efee5572-23de-4719-8da5-f41320d1da33;1.351;-;not reliable identification;E1;de9441a5-542f-4413-85ff-b154f9cc85e1;1.322;-;not reliable identification;E1;0f9b6822-7e49-47c3-842f-7a730d5e5488;1.309;-;not reliable identification;E1;eca936ac-699c-41d6-a470-528912d5b095;1.301;-;not reliable identification;E1;9b22ea23-fc43-4aa7-9a1b-596815ab02cd;1.282;-;not reliable identification;E1;6a19c277-1f5f-4fe4-a407-39966a792f66;1.276;-;not reliable identification;E1;3c0e6021-35b0-47c6-9a1a-8273fc82f97d;1.272;-;not reliable identification;E1;83d8923c-abfd-46ac-aa16-882dc3d4ed85;1.255;-;not reliable identification;E1;26df9e37-ea05-431e-8f80-55c39d831aa7;1.246
MP_15134_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-07-30;+;Bacillus oceanisediminis;1386;718f6b3e-d03e-4d11-bbf8-07d83a5c15e4;1.926;+;Bacillus oceanisediminis;1386;539b7368-756a-44a5-8b32-6f29ee4545c6;1.914;-;not reliable identification;E1;676e7d08-9e7f-444e-b8d2-b296277d6f32;1.55;-;not reliable identification;E1;778c38e7-652c-4079-9a51-3e95a25849f8;1.33;-;not reliable identification;E1;768bc5ff-acbe-42ac-b311-f715d27ae5e2;1.279;-;not reliable identification;E1;be91ac59-61da-4929-9419-8f2ef3f20028;1.249;-;not reliable identification;E1;9f1422b3-481d-4161-a62b-1cf7a5b18b88;1.224;-;not reliable identification;E1;e6657ff8-e4e4-4f34-ae12-9f45f314a3ea;1.209;-;not reliable identification;E1;bf130342-c266-4294-876d-ee58698c078e;1.206;-;not reliable identification;E1;3e8c4bf8-9670-4258-bfab-8851cd18d99d;1.197
MP_15135_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-07-30;-;not reliable identification;E1;c4452357-d082-4ed4-9a1f-a9c2a9c1d4fc;1.697;-;not reliable identification;E1;d35503b2-411c-4289-920f-2d0d50c4f7c4;1.669;-;not reliable identification;E1;eb006794-c137-4d4b-9c20-d4b5a43baadd;1.435;-;not reliable identification;E1;4d213bfc-bc56-426c-a693-c34e9ca03727;1.304;-;not reliable identification;E1;19356a12-e2e5-4395-9658-f2d18f9f52d3;03.jan;-;not reliable identification;E1;1254f045-5f3c-420d-902a-42ad00b6658a;1.272;-;not reliable identification;E1;74b025b0-04a9-4da3-9ed1-0a71e17c9826;1.269;-;not reliable identification;E1;06be40b0-edde-42e8-b0cf-26593ffd13d7;1.227;-;not reliable identification;E1;38db9fec-60fe-4815-a0d2-1483c9c9463b;22.jan;-;not reliable identification;E1;3aeab832-91a1-4efc-97c1-5283d517fbcb;1.214
MP_15136_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-07-30;-;not reliable identification;E1;081639b2-8bce-460a-b07d-41dded9470b7;1.623;-;not reliable identification;E1;50d64663-4c76-42a1-8c4e-b9c68aa424e8;1.365;-;not reliable identification;E1;a4529cc7-1193-401b-b1b3-94b50daa97bc;1.346;-;not reliable identification;E1;f6805ef3-2fe2-4449-a375-fcea11713767;1.319;-;not reliable identification;E1;5431eceb-73fa-406d-ae20-08d62f29c337;1.311;-;not reliable identification;E1;0a30a357-f562-4c0b-bc6a-06e23eb4e3ac;1.305;-;not reliable identification;E1;5ed03a96-e6d8-431a-9d7f-bb2ce92df2db;1.289;-;not reliable identification;E1;a699f222-80d5-4e13-9d12-e5edb4077235;1.262;-;not reliable identification;E1;a66dec11-5371-450a-8f2a-20cd564bf196;1.259;-;not reliable identification;E1;eca936ac-699c-41d6-a470-528912d5b095;1.243
MP_15137_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-07-31;-;not reliable identification;E1;cb90a25b-e87a-4369-a263-5fe744cf2a63;1.572;-;not reliable identification;E1;da1d7c03-9b22-4eb7-8a5a-b6cd216bc2dc;1.392;-;not reliable identification;E1;4f57216c-9ddc-44d2-b553-aba8154f7bb0;1.391;-;not reliable identification;E1;011cc480-8a24-43b8-9753-ff29f6d23878;1.333;-;not reliable identification;E1;c647a883-b705-469f-8773-e6f32e9c6e35;1.318;-;not reliable identification;E1;180f579e-7bd0-4827-ae8f-ec54cb0c8078;1.309;-;not reliable identification;E1;9b22ea23-fc43-4aa7-9a1b-596815ab02cd;29.jan;-;not reliable identification;E1;12eede85-542a-4db5-8a1f-9a4456a606d4;1.286;-;not reliable identification;E1;a8689c3d-ff4e-4609-9443-9da9891c9c4f;1.268;-;not reliable identification;E1;b86dd71e-1d29-4e7d-b8fa-085e664a141d;1.223
MP_15138_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-07-31;-;not reliable identification;E1;e6657ff8-e4e4-4f34-ae12-9f45f314a3ea;1.484;-;not reliable identification;E1;03c269ec-6130-4fbc-9a0d-b92e6452a66e;1.419;-;not reliable identification;E1;fd676a6b-d6a2-4dee-8f99-46faedabec28;1.396;-;not reliable identification;E1;e8926dc7-a1af-4b7d-921e-7d16c5318aa4;1.364;-;not reliable identification;E1;46a1d29e-e271-4f19-88c4-bffaa00e9ffb;1.314;-;not reliable identification;E1;672a4c92-b884-4cc7-b81d-4488baebb366;1.303;-;not reliable identification;E1;9586d836-5153-41f0-8050-0ceb3c9af1e7;1.291;-;not reliable identification;E1;aa0d5264-3dd5-40ee-a05b-37f368e4a859;1.279;-;not reliable identification;E1;41edf5aa-9f1d-48d4-bd0b-e8e37fec7f1f;1.246;-;not reliable identification;E1;871dd2e2-8922-4513-832a-8d309b0f8954;1.245
MP_15139_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-07-31;+;Lysinibacillus fusiformis;28031;e6657ff8-e4e4-4f34-ae12-9f45f314a3ea;1.992;+;Lysinibacillus xylanilyticus;400634;a214c9da-2494-4a4f-ae25-be5449e4b445;1.957;+;Lysinibacillus boronitolerans;309788;6a065490-b997-4f8d-8da6-770a33b8ac9b;1.918;+;Lysinibacillus fusiformis;28031;96465870-c037-43a7-af43-b4701e1656cc;1.819;+;Lysinibacillus fusiformis;28031;cd29be4c-7649-4681-b31d-9fab4ecbe9fc;1.779;+;Lysinibacillus fusiformis;28031;9586d836-5153-41f0-8050-0ceb3c9af1e7;1.743;-;not reliable identification;E1;3cbc5c56-b8b2-4138-ab10-977a31258cc0;1.606;-;not reliable identification;E1;a5ac48c2-0453-4922-a0ac-684939dea06c;1.38;-;not reliable identification;E1;57fb611f-6b42-4750-b9a0-a5bae23275fd;1.322;-;not reliable identification;E1;00f107ed-de57-480a-9569-9538ee8e1470;1.313
MP_15140_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-07-31;-;not reliable identification;E1;b8dd3c48-8b68-44d3-a4c5-a9d1800fa5cc;1.374;-;not reliable identification;E1;0bba480e-241f-4e83-b6f5-58e80a06389e;1.355;-;not reliable identification;E1;c06583e5-484b-40be-ba62-3886db61adf0;1.332;-;not reliable identification;E1;0ae85b21-2783-4fe6-9c04-96877702d15a;1.321;-;not reliable identification;E1;0542892c-7261-486f-a5a3-38b32089c36f;1.317;-;not reliable identification;E1;a5fea919-b359-4eb7-a0c8-849794361672;1.315;-;not reliable identification;E1;ca8ca96b-9b02-403f-a706-5ccba026cf34;1.307;-;not reliable identification;E1;6e4aed9e-1fd8-4a92-b8f7-bf0db56540c6;1.288;-;not reliable identification;E1;f400153e-1c3b-4057-95e2-3ee1b93d9046;27.jan;-;not reliable identification;E1;d8785d1c-b5dd-48b4-9f65-823b972a5d05;1.263
MP_15141_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-07-31;-;not reliable identification;E1;0df3c9be-bb02-4ac9-a2ca-5ef7eb0824d8;1.438;-;not reliable identification;E1;19356a12-e2e5-4395-9658-f2d18f9f52d3;1.403;-;not reliable identification;E1;6dc4986b-ecd2-437c-8e4d-6d95b5336e8c;26.jan;-;not reliable identification;E1;2d6e00b6-8b54-4797-868c-9958a84d5c41;1.229;-;not reliable identification;E1;8592ad00-013c-4335-a717-467a84f4edb5;1.218;-;not reliable identification;E1;89d93773-67b6-48f5-a820-42cd5b6336d1;1.213;-;not reliable identification;E1;2aab5ffa-48f7-419c-9c83-7d386c8cf9b4;1.207;-;not reliable identification;E1;8b7c941e-005b-47b0-864f-71662978e1dd;1.184;-;not reliable identification;E1;cd309a5c-1aa4-4196-b1ed-7b3c7b588a0a;1.184;-;not reliable identification;E1;c2752e1a-1708-4a22-ba59-74d426bed1ec;1.178
